Den,Hodina,Marginální cena ČR (Kč/MWh)
2017-01-20,21,1932.47
2017-01-20,22,1432.06
2017-01-20,23,1353.162
2017-01-20,24,1186.178
2017-01-21,1,1162.13
2017-01-21,2,1081.07
2017-01-21,3,1130.787
2017-01-21,4,1101.876
2017-01-21,5,1098.093
2017-01-21,6,1080.8
2017-01-21,7,1063.237
2017-01-21,8,1187.259
2017-01-21,9,1343.164
2017-01-21,10,1468.537
2017-01-21,11,1495.017
2017-01-21,12,1495.827
2017-01-21,13,1378.29
2017-01-21,14,1283.45
2017-01-21,15,1261.023
2017-01-21,16,1351.0
2017-01-21,17,1565.809
2017-01-21,18,1810.34
2017-01-21,19,1861.678
2017-01-21,20,1621.2
2017-01-21,21,1351.0
2017-01-21,22,1134.84
2017-01-21,23,1188.88
2017-01-21,24,1137.542
2017-01-22,1,959.21
2017-01-22,2,881.663
2017-01-22,3,913.276
2017-01-22,4,909.493
2017-01-22,5,904.63
2017-01-22,6,916.518
2017-01-22,7,891.39
2017-01-22,8,921.382
2017-01-22,9,1000.28
2017-01-22,10,1029.462
2017-01-22,11,1030.813
2017-01-22,12,1082.962
2017-01-22,13,1026.76
2017-01-22,14,921.382
2017-01-22,15,921.382
2017-01-22,16,997.308
2017-01-22,17,1252.377
2017-01-22,18,1553.65
2017-01-22,19,1641.735
2017-01-22,20,1564.458
2017-01-22,21,1378.02
2017-01-22,22,1132.949
2017-01-22,23,1191.582
2017-01-22,24,1078.909
2017-01-23,1,1184.506
2017-01-23,2,1098.296
2017-01-23,3,1050.732
2017-01-23,4,1049.651
2017-01-23,5,1064.785
2017-01-23,6,1143.157
2017-01-23,7,1800.406
2017-01-23,8,2604.94
2017-01-23,9,2743.038
2017-01-23,10,2682.772
2017-01-23,11,2553.862
2017-01-23,12,2386.308
2017-01-23,13,2324.42
2017-01-23,14,2343.608
2017-01-23,15,2321.988
2017-01-23,16,2392.253
2017-01-23,17,2540.35
2017-01-23,18,2918.7
2017-01-23,19,2934.645
2017-01-23,20,2702.5
2017-01-23,21,2234.697
2017-01-23,22,1772.84
2017-01-23,23,1343.413
2017-01-23,24,1126.943
2017-01-24,1,1229.41
2017-01-24,2,1156.456
2017-01-24,3,1141.055
2017-01-24,4,1107.82
2017-01-24,5,1115.115
2017-01-24,6,1264.266
2017-01-24,7,1985.97
2017-01-24,8,3269.42
2017-01-24,9,3708.225
2017-01-24,10,3624.463
2017-01-24,11,3337.51
2017-01-24,12,3269.42
2017-01-24,13,3112.974
2017-01-24,14,3044.343
2017-01-24,15,2980.306
2017-01-24,16,3039.75
2017-01-24,17,3107.3
2017-01-24,18,3704.442
2017-01-24,19,3810.901
2017-01-24,20,3365.881
2017-01-24,21,2647.96
2017-01-24,22,1883.024
2017-01-24,23,1540.14
2017-01-24,24,1085.934
2017-01-25,1,1229.41
2017-01-25,2,1169.966
2017-01-25,3,1134.84
2017-01-25,4,1097.012
2017-01-25,5,1139.433
2017-01-25,6,1240.758
2017-01-25,7,1925.175
2017-01-25,8,3242.67
2017-01-25,9,3403.169
2017-01-25,10,3053.26
2017-01-25,11,2972.2
2017-01-25,12,2702.811
2017-01-25,13,2533.125
2017-01-25,14,2425.585
2017-01-25,15,2442.338
2017-01-25,16,2600.675
2017-01-25,17,2810.08
2017-01-25,18,3242.13
2017-01-25,19,3418.03
2017-01-25,20,2980.576
2017-01-25,21,2316.154
2017-01-25,22,1808.989
2017-01-25,23,1536.357
2017-01-25,24,1234.003
2017-01-26,1,1134.84
2017-01-26,2,1093.499
2017-01-26,3,1054.05
2017-01-26,4,991.634
2017-01-26,5,996.498
2017-01-26,6,1124.032
2017-01-26,7,1375.318
2017-01-26,8,1965.435
2017-01-26,9,1945.44
2017-01-26,10,1861.678
2017-01-26,11,1768.459
2017-01-26,12,1745.492
2017-01-26,13,1648.22
2017-01-26,14,1564.458
2017-01-26,15,1537.438
2017-01-26,16,1702.26
2017-01-26,17,1756.3
2017-01-26,18,1945.44
2017-01-26,19,1800.883
2017-01-26,20,1536.627
2017-01-26,21,1307.768
2017-01-26,22,1102.416
2017-01-26,23,1056.482
2017-01-26,24,945.7
2017-01-27,1,948.402
2017-01-27,2,942.998
2017-01-27,3,924.895
2017-01-27,4,899.766
2017-01-27,5,905.17
2017-01-27,6,943.268
2017-01-27,7,1118.628
2017-01-27,8,1621.2
2017-01-27,9,1486.1
2017-01-27,10,1413.146
2017-01-27,11,1340.192
2017-01-27,12,1337.49
2017-01-27,13,1305.066
2017-01-27,14,1285.612
2017-01-27,15,1272.912
2017-01-27,16,1418.55
2017-01-27,17,1569.322
2017-01-27,18,1726.038
2017-01-27,19,1689.29
2017-01-27,20,1553.65
2017-01-27,21,1291.556
2017-01-27,22,1118.628
2017-01-27,23,1134.84
2017-01-27,24,1020.005
2017-01-28,1,1042.972
